identifier,name,description, audience_size ,type,source,partner,path
3.97741E+14,FAEPI,,"3,385.00",education_schools,,,Demographics/Education/Schools/Universities/FAEPI
6.00337E+12,Amr Khaled,,"17,142,680.00",interests,,,Interests/Additional interests/Amr Khaled
6.00305E+12,Delta Delta Delta @ FSU,,"1,890.00",interests,,,Interests/Additional interests/Delta Delta Delta @ FSU
6.00293E+12,Cosa,,"60,610.00",interests,,,Interests/Additional interests/Cosa
6.0034E+12,Aitken Spence,,"144,140.00",interests,,,Interests/Additional interests/Aitken Spence
6.01173E+12,Hotel Enigma,,"55,130.00",interests,,,Interests/Additional interests/Hotel Enigma
6.00322E+12,As Good as It Gets,,"244,990.00",interests,,,Interests/Additional interests/As Good as It Gets
6.00318E+12,"Alegria, Cebu",,"13,971,950.00",interests,,,"Interests/Additional interests/Alegria, Cebu"
6.00414E+12,Charm quark,,"2,510,700.00",interests,,,Interests/Additional interests/Charm quark
6.01855E+12,Microsoft Azure,,"2,326,960.00",interests,,,Interests/Additional interests/Microsoft Azure
1.03098E+14,Rhea County High School,,"23,051.00",education_schools,,,Demographics/Education/Schools/Universities/Rhea County High School
6.00321E+12,Tel Aviv,,"17,141,950.00",interests,,,Interests/Additional interests/Tel Aviv
1.02115E+14,AGC,,"5,722.00",work_employers,,,Demographics/Work/Employers/AGC
6.00342E+12,Immersion baptism,,"233,670.00",interests,,,Interests/Additional interests/Immersion baptism
6.00313E+12,Tabletop RPGs,,"11,489.00",interests,,,Interests/Additional interests/Tabletop RPGs
6.00317E+12,fxstreetcom,,"5,548.00",interests,,,Interests/Additional interests/fxstreetcom
1.05591E+14,Freeport-McMoRan (FCX),,"48,765.00",work_employers,,,Demographics/Work/Employers/Freeport-McMoRan (FCX)
6.0037E+12,Advertising agency,,"26,931,430.00",interests,,,Interests/Additional interests/Advertising agency
6.00315E+12,qí_mí_Åô kolye,,"34,032.00",interests,,,Interests/Additional interests/qí_mí_Åô kolye
6.0032E+12,jrf,, -   ,interests,,,Interests/Additional interests/jrf
6.01301E+12,ø£ø‡øÂø_™‰ øÇ™ˆ™_ø© Atba9.Com,,"240,940.00",interests,,,Interests/Additional interests/ø£ø‡øÂø_™‰ øÇ™ˆ™_ø© Atba9.Com
6.01592E+12,Atualidades do Direito,,"320,260.00",interests,,,Interests/Additional interests/Atualidades do Direito
6.00324E+12,Geb,,"137,420.00",interests,,,Interests/Additional interests/Geb
6.00384E+12,Rango (2011 film),,"5,633,630.00",interests,,,Interests/Additional interests/Rango (2011 film)
6.01251E+12,Asfa EÛôitim KurumlarÛ±,,"8,870.00",interests,,,Interests/Additional interests/Asfa EÛôitim KurumlarÛ±
6.00604E+12,Defqon.1 Festival,,"671,190.00",interests,,,Interests/Additional interests/Defqon.1 Festival
1.59408E+14,RHB Group,,"5,945.00",work_employers,,,Demographics/Work/Employers/RHB Group
3.32235E+11,Rheinische Fachhochschule RFH Kí_ln,,"9,242.00",education_schools,,,Demographics/Education/Schools/Universities/Rheinische Fachhochschule RFH Kí_ln
6.01128E+12,Elixiria.bg,,"171,760.00",interests,,,Interests/Additional interests/Elixiria.bg
6.00332E+12,You Again,,"1,797,700.00",interests,,,Interests/Additional interests/You Again
6.00376E+12,Rambo (film series),,"11,804,420.00",interests,,,Interests/Additional interests/Rambo (film series)
6.00373E+12,T.A.T.u.,,"4,107,870.00",interests,,,Interests/Additional interests/T.A.T.u.
1.06947E+14,Escola Tí©cnica Federal de Sí£o Paulo - ETFSP,,"3,745.00",education_schools,,,Demographics/Education/Schools/Universities/Escola Tí©cnica Federal de Sí£o Paulo - ETFSP
6.0032E+12,LEE,,"479,130.00",interests,,,Interests/Additional interests/LEE
6.00321E+12,family  planning,,"59,490,180.00",interests,,,Interests/Additional interests/family  planning
1.50141E+14,öŸ„ö__öŸ_öŸ_öŸ_öŸÅöŸ_öŸÂöŸ¢öŸ_öŸ»öŸÈöŸŸöŸ_öŸ£öŸ£öŸñöŸæöŸ_öŸçöŸÇ | Suvarnabhumi Airport BKK,,"39,040.00",work_employers,,,Demographics/Work/Employers/öŸ„ö__öŸ_öŸ_öŸ_öŸÅöŸ_öŸÂöŸ¢öŸ_öŸ»öŸÈöŸŸöŸ_öŸ£öŸ£öŸñöŸæöŸ_öŸçöŸÇ | Suvarnabhumi Airport BKK
5.75566E+14,Bulua National High School (BHNS),,"3,696.00",education_schools,,,Demographics/Education/Schools/Universities/Bulua National High School (BHNS)
6.00339E+12,rihanna ft eminem,,"101,090.00",interests,,,Interests/Additional interests/rihanna ft eminem
6183448698,Fairfield University,,"46,721.00",education_schools,,,Demographics/Education/Schools/Universities/Fairfield University
7805409939,Birdman,,"2,484.00",work_employers,,,Demographics/Work/Employers/Birdman
6.00358E+12,GNV,,742,interests,,,Interests/Additional interests/GNV
6.00358E+12,Jacqueline Kennedy Onassis,,"1,774,030.00",interests,,,Interests/Additional interests/Jacqueline Kennedy Onassis
19891038408,Azusa Pacific University,,"63,128.00",education_schools,,,Demographics/Education/Schools/Universities/Azusa Pacific University
6.00412E+12,bbc mundo,,"2,426,460.00",interests,,,Interests/Additional interests/bbc mundo
6.0033E+12,ENPA - Ente Nazionale Protezione Animali,,"658,230.00",interests,,,Interests/Additional interests/ENPA - Ente Nazionale Protezione Animali
6.00366E+12,Leicester City F.C.,,"25,387,820.00",interests,,,Interests/Additional interests/Leicester City F.C.
6.00365E+12,Solar cooker,,"101,180.00",interests,,,Interests/Additional interests/Solar cooker
6.00311E+12,Yut,,"98,030.00",interests,,,Interests/Additional interests/Yut
6.00405E+12,Martin Iveson,,"146,060.00",interests,,,Interests/Additional interests/Martin Iveson
6.00325E+12,Natalia Rivera Aitoro,,"741,480.00",interests,,,Interests/Additional interests/Natalia Rivera Aitoro
6.00556E+12,Bhangra (music),,"23,861,240.00",interests,,,Interests/Additional interests/Bhangra (music)
6.00276E+12,FB Payments (All),People who have used Facebook Payments platform in the past 90 days,"6,651,053.00",behaviors,,,Behaviours/Digital activities/FB Payments (All)
6.01725E+12,Apple Email Addresses,"People who use Apple for email (icloud, me or mac domains)","6,581,123.00",behaviors,,,Behaviours/Digital activities/Primary email domain/Apple Email Addresses
1.20713E+14,Bata,,"22,837.00",work_employers,,,Demographics/Work/Employers/Bata
4.38573E+14,ø_™€ø_™_ø© ø±™_ø_,,"5,890,530.00",interests,,,Interests/Additional interests/ø_™€ø_™_ø© ø±™_ø_
6.00999E+12,Business apparel,"People in households that buy women's business and business casual clothing items like suits, jackets, dress pants, and dresses","6,432,800.00",behaviors,"Purchase Activity, provided by Acxiom",Acxiom,Behaviours/Purchase behavior/Clothing/Women's/Business apparel
1.08163E+11,TD Banknorth Garden,,"2,008.00",work_employers,,,Demographics/Work/Employers/TD Banknorth Garden
6.00326E+12,Euforquestra,,"1,550.00",interests,,,Interests/Additional interests/Euforquestra
6.00346E+12,Spring (season),,"28,539,270.00",interests,,,Interests/Additional interests/Spring (season)
6.00297E+12,Sausage,,"18,977,580.00",interests,,,Interests/Additional interests/Sausage
4.02127E+14,Esercito Italiano,,"12,313.00",work_employers,,,Demographics/Work/Employers/Esercito Italiano
6.01193E+12,BKash,,"2,040,670.00",interests,,,Interests/Additional interests/BKash
6.00334E+12,Cambodia,,"19,524,980.00",interests,,,Interests/Additional interests/Cambodia
6.00325E+12,Delaware's at-large congressional district,,"42,241,410.00",interests,,,Interests/Additional interests/Delaware's at-large congressional district
6.00314E+12,"Sun Valley, Idaho",,"659,210.00",interests,,,"Interests/Additional interests/Sun Valley, Idaho"
6.00314E+12,Montpellier Agglomí©ration Handball,,"3,270.00",interests,,,Interests/Additional interests/Montpellier Agglomí©ration Handball
6.00313E+12,Kalvakuntla Chandrashekar Rao,,"310,750.00",interests,,,Interests/Additional interests/Kalvakuntla Chandrashekar Rao
6.00337E+12,Apsis,,"619,630.00",interests,,,Interests/Additional interests/Apsis
6.0034E+12,Nicole Atkins,,"25,620.00",interests,,,Interests/Additional interests/Nicole Atkins
6.00335E+12,Australian Open,,"2,106,210.00",interests,,,Interests/Additional interests/Australian Open
6.00324E+12,Lead management,,"83,120.00",interests,,,Interests/Additional interests/Lead management
6.00334E+12,RTR (Rough Tempo Radio),,50,interests,,,Interests/Additional interests/RTR (Rough Tempo Radio)
6.00314E+12,TATA - Corvinus í_vzíçrí_ Fesztivíçl,,690,interests,,,Interests/Additional interests/TATA - Corvinus í_vzíçrí_ Fesztivíçl
6.00366E+12,MTL,,"35,640.00",interests,,,Interests/Additional interests/MTL
6.00324E+12,Big Bang (South Korean band),,"18,536,800.00",interests,,,Interests/Additional interests/Big Bang (South Korean band)
6.00345E+12,Alor Setar,,"1,740,580.00",interests,,,Interests/Additional interests/Alor Setar
6.00271E+12,Newly engaged (6 months),People who have been engaged for less than 6 months.,"6,288,685.00",life_events,,,Demographics/Life events/Newly engaged (6 months)
1.11817E+15,"Indoplay-Susun,Banting,Domino,QQ",,"757,930.00",interests,,,"Interests/Additional interests/Indoplay-Susun,Banting,Domino,QQ"
6.0109E+12,Ideias Gafisa,,"17,030.00",interests,,,Interests/Additional interests/Ideias Gafisa
6.0034E+12,Cuba,,"26,483,450.00",interests,,,Interests/Additional interests/Cuba
6.00324E+12,British Motorcyclists Federation,,"6,540.00",interests,,,Interests/Additional interests/British Motorcyclists Federation
2.93125E+14,Royal,,"3,510.00",work_employers,,,Demographics/Work/Employers/Royal
6.00287E+12,Bulgarian Football Union,,"128,260.00",interests,,,Interests/Additional interests/Bulgarian Football Union
3.36606E+14,National Defence University of Warsaw (AON),,"14,836.00",education_schools,,,Demographics/Education/Schools/Universities/National Defence University of Warsaw (AON)
6.00318E+12,AIUB-American International University-Bangladesh,,"22,464.00",interests,,,Interests/Additional interests/AIUB-American International University-Bangladesh
1.08169E+14,Aha-Thuto Secondary School,,"4,099.00",education_schools,,,Demographics/Education/Schools/Universities/Aha-Thuto Secondary School
6.00312E+12,Cillian Murphy,,"869,310.00",interests,,,Interests/Additional interests/Cillian Murphy
6.00338E+12,Espelette,,"147,740.00",interests,,,Interests/Additional interests/Espelette
6.00335E+12,Bulgarian lev,,"1,501,800.00",interests,,,Interests/Additional interests/Bulgarian lev
6.01653E+12,The SPORT Bible,,"8,636,380.00",interests,,,Interests/Additional interests/The SPORT Bible
1.09766E+14,Ajerbijan,,"3,428.00",work_employers,,,Demographics/Work/Employers/Ajerbijan
6.01947E+12, Consumer Services,People who are owners or employees of a business in the Consumer Services industry,"6,184,300.00",behaviors,,DLX,Behaviours/B2B/Industry/ Consumer Services
6.00315E+12,Bjorn Akesson,,"78,360.00",interests,,,Interests/Additional interests/Bjorn Akesson
1.06066E+14,Cannabis sativa (Beuh),,"2,952.00",work_employers,,,Demographics/Work/Employers/Cannabis sativa (Beuh)
6.00338E+12,Adam Sandler,,"34,573,400.00",interests,,,Interests/Additional interests/Adam Sandler
6.00335E+12,Canada,,"176,235,200.00",interests,,,Interests/Additional interests/Canada
6.00314E+12,MMJ,,"15,650.00",interests,,,Interests/Additional interests/MMJ
6.00302E+12,Stove,,"17,086,630.00",interests,,,Interests/Additional interests/Stove
5.29841E+14,Masturbation (FapFapFap),,"2,489.00",work_employers,,,Demographics/Work/Employers/Masturbation (FapFapFap)
1.2894E+14,Fod Financien,,"4,271.00",work_employers,,,Demographics/Work/Employers/Fod Financien
6.00338E+12,Equinox,,"4,579,270.00",interests,,,Interests/Additional interests/Equinox
6.00326E+12,Internment Serial Number,,"2,832,110.00",interests,,,Interests/Additional interests/Internment Serial Number
6.00957E+12,Evil Dead (2013 film),,"4,358,300.00",interests,,,Interests/Additional interests/Evil Dead (2013 film)
1.29355E+14,FNC Entertainment,,"14,662.00",work_employers,,,Demographics/Work/Employers/FNC Entertainment
6.01261E+12,Falak Shabir,,"3,079,600.00",interests,,,Interests/Additional interests/Falak Shabir
6.00631E+12,Lithium polymer battery,,"3,170,230.00",interests,,,Interests/Additional interests/Lithium polymer battery
6.00327E+12,Blue-throated macaw,,"19,980.00",interests,,,Interests/Additional interests/Blue-throated macaw
6.00333E+12,Amul,,"2,054,280.00",interests,,,Interests/Additional interests/Amul
6.00372E+12,Wacky Races,,"148,560.00",interests,,,Interests/Additional interests/Wacky Races
6.00301E+12,Buskerud,,"455,210.00",interests,,,Interests/Additional interests/Buskerud
6.00341E+12,aphroe,,"6,020.00",interests,,,Interests/Additional interests/aphroe
6.00307E+12,Louis-Ferdinand Cí©line,,"1,348,620.00",interests,,,Interests/Additional interests/Louis-Ferdinand Cí©line
6.02301E+12,(0-12 months) New Parents ,Parents with children 0-12 months old.,"6,137,082.00",family_statuses,,,Demographics/Parents/All Parents/(0-12 months) New Parents 
6.00311E+12,Remington Steele,,"29,200.00",interests,,,Interests/Additional interests/Remington Steele
6.06327E+12,Sierra OS Mac,Users on Mac Sierra OS version.,"6,031,584.00",behaviors,,,Behaviours/Digital activities/Operating System Used/Sierra OS Mac
6.00313E+12,FSU Bookstore,,"5,590.00",interests,,,Interests/Additional interests/FSU Bookstore
6.00365E+12,Bunga Citra Lestari,,"2,009,150.00",interests,,,Interests/Additional interests/Bunga Citra Lestari
1.09532E+14,AF&AM,,"20,160.00",work_employers,,,Demographics/Work/Employers/AF&AM
6.00354E+12,Earless seal,,"5,409,660.00",interests,,,Interests/Additional interests/Earless seal
6.003E+12,San Diego State Aztecs,,"275,660.00",interests,,,Interests/Additional interests/San Diego State Aztecs
6.00312E+12,ATOM Computers,,"1,868,960.00",interests,,,Interests/Additional interests/ATOM Computers
6.00629E+12,Used,People in households that are motorcycle owners and purchased their motorcycles used.,"6,011,200.00",behaviors,"Multi-sourced, US consumer household information from IHS Automotive (Polk) that draws from geographic, demographic, and area-level vehicle characteristics validated using actual vehicle registration data",DLX,Behaviours/Automotive/Motorcycle/Purchased/Used
6.00316E+12,Comedy films,,"384,378,007.00",interests,,,Interests/Entertainment/Films/Comedy films
6.00335E+12,Ibl,,"8,500.00",interests,,,Interests/Additional interests/Ibl
6.00318E+12,Swan,,"3,472,530.00",interests,,,Interests/Additional interests/Swan
6.00316E+12,Capricornus,,"1,971,520.00",interests,,,Interests/Additional interests/Capricornus
6.00312E+12,Pat Riley,,"372,280.00",interests,,,Interests/Additional interests/Pat Riley
1.76586E+14,UK FTVS,,"4,426.00",education_schools,,,Demographics/Education/Schools/Universities/UK FTVS
6.00387E+12,AFP Crecer,,"48,810.00",interests,,,Interests/Additional interests/AFP Crecer
6.00334E+12,™ƒ™ƒø_ ™‰ø±ø£øÈ,,"2,547,190.00",interests,,,Interests/Additional interests/™ƒ™ƒø_ ™‰ø±ø£øÈ
8.01684E+14,AOL Entertainment,,"156,400.00",interests,,,Interests/Additional interests/AOL Entertainment
1.4847E+15,Mount Pleasant High School,,"8,909.00",education_schools,,,Demographics/Education/Schools/Universities/Mount Pleasant High School
6.01389E+12,_Ö_´_ï _ì_» _ï_Í_´___» - ___È_Â_´_æ_´_È _ì_ê_´_Â_„ _„_»_»_ù _ï_Â_»_ê,,"48,980.00",interests,,,Interests/Additional interests/_Ö_´_ï _ì_» _ï_Í_´___» - ___È_Â_´_æ_´_È _ì_ê_´_Â_„ _„_»_»_ù _ï_Â_»_ê
6.0037E+12,"Aikawa, Kanagawa",,"47,490.00",interests,,,"Interests/Additional interests/Aikawa, Kanagawa"
6.00337E+12,Enrique Santos Discí©polo,,"673,180.00",interests,,,Interests/Additional interests/Enrique Santos Discí©polo
6.00317E+12,Hearing,,"9,151,260.00",interests,,,Interests/Additional interests/Hearing
6.00333E+12,AltyazÛ± AylÛ±k Sinema Dergisi,,"102,640.00",interests,,,Interests/Additional interests/AltyazÛ± AylÛ±k Sinema Dergisi
6.00319E+12,Neck,,"52,381,350.00",interests,,,Interests/Additional interests/Neck
3.3393E+14,ACS Cobham International School,,"4,607.00",education_schools,,,Demographics/Education/Schools/Universities/ACS Cobham International School
6.00365E+12,Bodybuilding,,"185,705,752.00",interests,,,Interests/Fitness and wellness/Bodybuilding
6.00387E+12,music.com.bd,,"164,850.00",interests,,,Interests/Additional interests/music.com.bd
6.01216E+12,RWE Intelligente Energie,,"29,420.00",interests,,,Interests/Additional interests/RWE Intelligente Energie
6.0037E+12,Asem,,"19,620.00",interests,,,Interests/Additional interests/Asem
1.00697E+14,Bachelor of Secondary Education major in Physical Science,,"2,282.00",education_majors,,,Demographics/Education/Fields of Study/Bachelor of Secondary Education major in Physical Science
1.07982E+14,Boca Juniors,,"78,845.00",work_employers,,,Demographics/Work/Employers/Boca Juniors
1.48981E+15,Qinghua,,"89,837.00",education_schools,,,Demographics/Education/Schools/Universities/Qinghua
6.00318E+12,Cenozoic,,"242,500.00",interests,,,Interests/Additional interests/Cenozoic
1.04084E+14,ROKN,,"4,103.00",work_employers,,,Demographics/Work/Employers/ROKN
1.04031E+14,ADT UK,,"6,143.00",work_employers,,,Demographics/Work/Employers/ADT UK
6.00999E+12,Business apparel,"People in households that buy men's business casual and business clothes such as chino's, suits, sports jackets","5,980,900.00",behaviors,"Purchase Activity, provided by Acxiom",Acxiom,Behaviours/Purchase behavior/Clothing/Men's/Business apparel
1.84846E+14,Rumahku,,"20,505.00",work_employers,,,Demographics/Work/Employers/Rumahku
6.02E+12,$500K-$1MM,Total Liquid Investible Assets (Financial) $500K-$1MM HH Rank 1 or 2,"5,847,200.00",net_worth,"Modeled based on consumer self-reported data and private sources, provided by Acxiom",Acxiom,Demographics/Financial/Net Worth/Liquid assets/$500K-$1MM
6.00434E+12,RWE npower,,"261,000.00",interests,,,Interests/Additional interests/RWE npower
1.97483E+14,Eudora,,"8,140.00",work_employers,,,Demographics/Work/Employers/Eudora
6485616297,BabyCenter,,"2,593.00",work_employers,,,Demographics/Work/Employers/BabyCenter
6.00367E+12,FC Rot-Weiíô Erfurt,,"297,280.00",interests,,,Interests/Additional interests/FC Rot-Weiíô Erfurt
6.00629E+12,Jeep,People in households that are likely to buy a Jeep in the next 180 days.,"5,846,700.00",behaviors,"Multi-sourced, US consumer household information from IHS Automotive (Polk) that draws from geographic, demographic, and area-level vehicle characteristics validated using actual vehicle registration data",DLX,Behaviours/Automotive/New vehicle shoppers (In market)/Make/Jeep
6.00315E+12,Death certificate,,"377,190.00",interests,,,Interests/Additional interests/Death certificate
6.00341E+12,Blizzard Entertainment,,"7,636,690.00",interests,,,Interests/Additional interests/Blizzard Entertainment
6.01733E+12,™ƒ™Êø_øÂ™€ ™_™‹™€ øÈ™‰øÂø± ™‰™‹øÂ™ó™_ ø£™ÊøÈ ™_ø_ø_øÂ™€,,"184,470.00",interests,,,Interests/Additional interests/™ƒ™Êø_øÂ™€ ™_™‹™€ øÈ™‰øÂø± ™‰™‹øÂ™ó™_ ø£™ÊøÈ ™_ø_ø_øÂ™€
6.00334E+12,XM,,"3,334,870.00",interests,,,Interests/Additional interests/XM
2.19613E+14,B.R.B. College Samastipur,,"34,299.00",education_schools,,,Demographics/Education/Schools/Universities/B.R.B. College Samastipur
6.00293E+12,Nikon F-mount,,"268,370.00",interests,,,Interests/Additional interests/Nikon F-mount
1.08109E+14,Alness Academy,,"5,462.00",education_schools,,,Demographics/Education/Schools/Universities/Alness Academy
6.00335E+12,Phrase,,"6,267,550.00",interests,,,Interests/Additional interests/Phrase
6.00323E+12,AMNESIA milano,,"109,570.00",interests,,,Interests/Additional interests/AMNESIA milano
6.0034E+12,BDO Unibank,,"6,764,600.00",interests,,,Interests/Additional interests/BDO Unibank
1.07612E+14,Ramkhamhaeng University,,"2,768,675.00",education_schools,,,Demographics/Education/Schools/Universities/Ramkhamhaeng University
1.6696E+15,ø_ø‚™ƒø_™Ê ø¢™_ ™Åø±ø_ Osman Ayfarah,,"314,260.00",interests,,,Interests/Additional interests/ø_ø‚™ƒø_™Ê ø¢™_ ™Åø±ø_ Osman Ayfarah
1.06168E+14,Rcmc,,"25,444.00",education_schools,,,Demographics/Education/Schools/Universities/Rcmc
6.003E+12,Cyrille Aimí©e,,"83,970.00",interests,,,Interests/Additional interests/Cyrille Aimí©e
5.05561E+14,Baber Afzal,,"239,580.00",interests,,,Interests/Additional interests/Baber Afzal
6.00317E+12,Eyí_boÛôlu EÛôitim KurumlarÛ±,,"13,690.00",interests,,,Interests/Additional interests/Eyí_boÛôlu EÛôitim KurumlarÛ±
6.00359E+12,Mercedes-Benz S-Class,,"3,523,850.00",interests,,,Interests/Additional interests/Mercedes-Benz S-Class
1.08996E+14,Bonafont,,"10,722.00",work_employers,,,Demographics/Work/Employers/Bonafont
95424158868,ALSTOM,,"70,062.00",work_employers,,,Demographics/Work/Employers/ALSTOM
6.00334E+12,Cars and Bikes,,"2,466,330.00",interests,,,Interests/Additional interests/Cars and Bikes
6.00313E+12,Ford Falcon GT,,"30,070.00",interests,,,Interests/Additional interests/Ford Falcon GT
2.60623E+14,BBL Public School Bareilly,,"8,380.00",education_schools,,,Demographics/Education/Schools/Universities/BBL Public School Bareilly
6.00373E+12,Gorditos y bonitos,,"405,860.00",interests,,,Interests/Additional interests/Gorditos y bonitos
1.08176E+14,Plumber,,"161,577.00",work_positions,,,Demographics/Work/Job Titles/Plumber
6.00333E+12,Boy band,,"60,069,330.00",interests,,,Interests/Additional interests/Boy band
6.00316E+12,Trentino-Alto Adige/Sí_dtirol,,"1,243,010.00",interests,,,Interests/Additional interests/Trentino-Alto Adige/Sí_dtirol
6.00335E+12,The Kite Runner,,"946,890.00",interests,,,Interests/Additional interests/The Kite Runner
1.04081E+14,Rajiv Gandhi University,,"61,285.00",education_schools,,,Demographics/Education/Schools/Universities/Rajiv Gandhi University
6.00416E+12,Putrajaya/Cyberjaya ERL station,,"20,960.00",interests,,,Interests/Additional interests/Putrajaya/Cyberjaya ERL station
6.00334E+12,bad,,"1,589,530.00",interests,,,Interests/Additional interests/bad
6.00314E+12,"Elazar, Gush Etzion",,"8,910.00",interests,,,"Interests/Additional interests/Elazar, Gush Etzion"
6.00332E+12,Bacalhau,,"1,139,960.00",interests,,,Interests/Additional interests/Bacalhau
6.00333E+12,Akomplice,,"13,300.00",interests,,,Interests/Additional interests/Akomplice
6.00374E+12,Master of Engineering,,"903,260.00",interests,,,Interests/Additional interests/Master of Engineering
6.00313E+12,RuÅ_omberok,,"120,630.00",interests,,,Interests/Additional interests/RuÅ_omberok
6.0179E+12,"$125,000 - $150,000",People in households that have an estimated household income of between $125K and $150K,"5,791,700.00",income,"Income is either consumer self-reported through a survey or estimated based on a variety of demographic data such as age, occupation, home ownership, and a median income for the local area., provided by Acxiom",Acxiom,"Demographics/Financial/Income/$125,000 - $150,000"
2.38895E+14,Likio Arxiepiskopou Dasoupoli,,"4,229.00",education_schools,,,Demographics/Education/Schools/Universities/Likio Arxiepiskopou Dasoupoli
6.00467E+12,Bangladesh Premier League,,"2,326,260.00",interests,,,Interests/Additional interests/Bangladesh Premier League
6.00323E+12,Istogu Qyteti im,,"7,580.00",interests,,,Interests/Additional interests/Istogu Qyteti im
6.00335E+12,Benito Juíçrez,,"3,090,520.00",interests,,,Interests/Additional interests/Benito Juíçrez
1.0605E+14,Eskom,,"179,104.00",work_employers,,,Demographics/Work/Employers/Eskom
6.00324E+12,The Dresden Files (TV series),,"30,560.00",interests,,,Interests/Additional interests/The Dresden Files (TV series)
6.00331E+12,Aubagne,,"140,680.00",interests,,,Interests/Additional interests/Aubagne
6.01251E+12,ARB 4x4 Accessories Thailand,,"420,700.00",interests,,,Interests/Additional interests/ARB 4x4 Accessories Thailand
6.00377E+12,Hafiz (Quran),,"951,080.00",interests,,,Interests/Additional interests/Hafiz (Quran)
6.01373E+12,Erkekler Kulí_bí_,,"6,320.00",interests,,,Interests/Additional interests/Erkekler Kulí_bí_
6.01321E+12,Studentsamskipnaden i Oslo og Akershus,,"23,180.00",interests,,,Interests/Additional interests/Studentsamskipnaden i Oslo og Akershus
6.00311E+12,KyÅ‚,,"679,140.00",interests,,,Interests/Additional interests/KyÅ‚
1.06056E+14,Pontifical University of Saint Thomas Aquinas (Papieski...,,"3,264.00",education_schools,,,Demographics/Education/Schools/Universities/Pontifical University of Saint Thomas Aquinas (Papieski...
6.00345E+12,Cats Are Purr-fect,,"51,540.00",interests,,,Interests/Additional interests/Cats Are Purr-fect
6.00319E+12,Vietnam Bank for Agriculture and Rural Development,,"1,262,370.00",interests,,,Interests/Additional interests/Vietnam Bank for Agriculture and Rural Development
6.00378E+12,Pleven,,"412,250.00",interests,,,Interests/Additional interests/Pleven
6.00326E+12,Achilles' heel,,"370,180.00",interests,,,Interests/Additional interests/Achilles' heel
6.00292E+12,The Annoying Orange,,"7,600,470.00",interests,,,Interests/Additional interests/The Annoying Orange
1.06443E+14,Ahasanullah University of Science and Technology (AUST),,"47,185.00",education_schools,,,Demographics/Education/Schools/Universities/Ahasanullah University of Science and Technology (AUST)
6.01539E+12,FXOpen,,"41,250.00",interests,,,Interests/Additional interests/FXOpen
6.00353E+12,Hugues Aufray,,"165,310.00",interests,,,Interests/Additional interests/Hugues Aufray
1.08398E+14,Bexley Grammar School,,"7,507.00",education_schools,,,Demographics/Education/Schools/Universities/Bexley Grammar School
6.00303E+12,British Columbia Amateur Hockey Association,,"3,790.00",interests,,,Interests/Additional interests/British Columbia Amateur Hockey Association
6.00336E+12,Click and View Ads to Earn Money,,"17,780.00",interests,,,Interests/Additional interests/Click and View Ads to Earn Money
6.00309E+12,Weasel,,"2,675,500.00",interests,,,Interests/Additional interests/Weasel
6.00349E+12,Original equipment manufacturer,,"7,664,490.00",interests,,,Interests/Additional interests/Original equipment manufacturer
6.0034E+12,R.N.N | øÇøÂ™€ø© ø±øµø¿,,"436,410.00",interests,,,Interests/Additional interests/R.N.N | øÇøÂ™€ø© ø±øµø¿
1.05568E+14,Pizza,,"19,050.00",work_employers,,,Demographics/Work/Employers/Pizza
6.0033E+12,Socially Awkward Penguin,,"31,190.00",interests,,,Interests/Additional interests/Socially Awkward Penguin
8.86027E+14,EziBuy,,"127,970.00",interests,,,Interests/Additional interests/EziBuy
6.00318E+12,Flying ace,,"18,954,210.00",interests,,,Interests/Additional interests/Flying ace
6.0034E+12,gfcf done easy,,"1,290.00",interests,,,Interests/Additional interests/gfcf done easy
1.09488E+14,Receptionist (Receí_í£o (atendimento)),,"1,744,520.00",work_positions,,,Demographics/Work/Job Titles/Receptionist (Receí_í£o (atendimento))
6.00311E+12,Aiwa,,"855,000.00",interests,,,Interests/Additional interests/Aiwa
6.00329E+12,French fries,,"54,960,310.00",interests,,,Interests/Additional interests/French fries
6.0032E+12,Fall of Constantinople,,"947,310.00",interests,,,Interests/Additional interests/Fall of Constantinople
1.25447E+14,DJCAD,,"5,024.00",education_schools,,,Demographics/Education/Schools/Universities/DJCAD
1.68225E+14,Bank BNI '46,,"3,411.00",work_employers,,,Demographics/Work/Employers/Bank BNI '46
6.00312E+12,Utrecht,,"1,932,490.00",interests,,,Interests/Additional interests/Utrecht
6.00319E+12,Eroski,,"391,150.00",interests,,,Interests/Additional interests/Eroski
6.00287E+12,Captive breeding awareness,,"149,800.00",interests,,,Interests/Additional interests/Captive breeding awareness
6.00296E+12,"Paola, Malta",,"5,080,270.00",interests,,,"Interests/Additional interests/Paola, Malta"
6.00358E+12,Free content,,"6,941,830.00",interests,,,Interests/Additional interests/Free content
6.0031E+12,Oklahoma FFA Association,,"4,620.00",interests,,,Interests/Additional interests/Oklahoma FFA Association
1.06455E+14,aen shames,,"4,352.00",education_schools,,,Demographics/Education/Schools/Universities/aen shames
6.00306E+12,Apuleius,,"205,980.00",interests,,,Interests/Additional interests/Apuleius
1.25275E+14,Biri National High School (BNHS),,"3,671.00",education_schools,,,Demographics/Education/Schools/Universities/Biri National High School (BNHS)
6.00307E+12,Natasha Bedingfield,,"1,266,130.00",interests,,,Interests/Additional interests/Natasha Bedingfield
