identification,Case Number,Date-Time,Date,Time,Block,Street,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Location,Latitude,Longitude
6009487,HP100176,1/1/08 2:15,1/1/08,2:15,031XX W 61ST ST,W 61ST ST,890,THEFT,FROM BUILDING,APARTMENT,FALSE,FALSE,823,8,16,66,6,1156618,1864056,2008,1/13/08 1:05,"(41.782744002152064, -87.70133752533371)",41.782744,-87.70133753
5991678,HP100167,1/1/08 2:17,1/1/08,2:17,065XX N SHERIDAN RD,N SHERIDAN RD,320,ROBBERY,STRONGARM - NO WEAPON,SIDEWALK,FALSE,FALSE,2432,24,40,1,3,1167036,1943472,2008,2/13/08 1:04,"(42.00045072014349, -87.66085992565912)",42.00045072,-87.66085993
5991643,HP100175,1/1/08 2:20,1/1/08,2:20,001XX E WACKER DR,E WACKER DR,460,BATTERY,SIMPLE,HOTEL/MOTEL,TRUE,FALSE,124,1,42,32,08B,1177757,1902582,2008,1/5/08 1:04,"(41.88800978338203, -87.62266716550056)",41.88800978,-87.62266717
5993036,HP100191,1/1/08 2:20,1/1/08,2:20,030XX S LLOYD AVE,S LLOYD AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,FALSE,FALSE,923,9,11,60,14,1168025,1884697,2008,1/6/08 1:05,"(41.839147467157986, -87.65892202443422)",41.83914747,-87.65892202
6031293,HP100897,1/1/08 2:20,1/1/08,2:20,069XX S LOWE AVE,S LOWE AVE,930,MOTOR VEHICLE THEFT,THEFT/RECOVERY: AUTOMOBILE,STREET,FALSE,FALSE,732,7,6,68,7,1173120,1859015,2008,1/24/08 1:05,"(41.76856215396558, -87.64098499073923)",41.76856215,-87.64098499
5992299,HP100217,1/1/08 2:20,1/1/08,2:20,046XX S MOZART ST,S MOZART ST,553,ASSAULT,AGGRAVATED PO: OTHER DANG WEAP,ALLEY,TRUE,FALSE,912,9,14,58,04A,1158103,1873942,2008,1/5/08 1:04,"(41.80984244786942, -87.69562414191708)",41.80984245,-87.69562414
5992227,HP100225,1/1/08 2:25,1/1/08,2:25,004XX E RANDOLPH ST,E RANDOLPH ST,460,BATTERY,SIMPLE,APARTMENT,FALSE,FALSE,124,1,42,32,08B,1179262,1901369,2008,1/5/08 1:04,"(41.88464691744503, -87.61717755256879)",41.88464692,-87.61717755
5993225,HP100849,1/1/08 2:30,1/1/08,2:30,015XX E 75TH ST,E 75TH ST,610,BURGLARY,FORCIBLE ENTRY,COMMERCIAL / BUSINESS OFFICE,FALSE,FALSE,324,3,5,43,5,1187783,1855603,2008,1/23/08 14:56,"(41.7588628589903, -87.58734693923482)",41.75886286,-87.58734694
5991594,HP100295,1/1/08 2:30,1/1/08,2:30,001XX E WACKER DR,E WACKER DR,460,BATTERY,SIMPLE,HOTEL/MOTEL,FALSE,FALSE,124,1,42,32,08B,1177757,1902582,2008,1/5/08 1:04,"(41.88800978338203, -87.62266716550056)",41.88800978,-87.62266717
6001476,HP109687,1/1/08 2:30,1/1/08,2:30,025XX N LINCOLN AVE,N LINCOLN AVE,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,OTHER,FALSE,FALSE,1933,19,43,7,11,1169525,1917069,2008,1/15/08 1:05,"(41.92794605949534, -87.65247529148134)",41.92794606,-87.65247529
5993238,HP101208,1/1/08 2:30,1/1/08,2:30,037XX N MILWAUKEE AVE,N MILWAUKEE AVE,880,THEFT,PURSE-SNATCHING,SIDEWALK,FALSE,FALSE,1731,17,38,16,6,1145778,1924390,2008,1/6/08 1:05,"(41.94851982748875, -87.73955078685802)",41.94851983,-87.73955079
5992050,HP101395,1/1/08 2:30,1/1/08,2:30,092XX S COTTAGE GROVE AVE,S COTTAGE GROVE AVE,320,ROBBERY,STRONGARM - NO WEAPON,OTHER,FALSE,FALSE,633,6,9,44,3,1183132,1844091,2008,1/27/08 1:04,"(41.72738208674814, -87.60474959426593)",41.72738209,-87.60474959
5991901,HP100242,1/1/08 2:30,1/1/08,2:30,064XX S DR MARTIN LUTHER KING JR DR,S DR MARTIN LUTHER KING JR DR,420,BATTERY,AGGRAVATED:KNIFE/CUTTING INSTR,APARTMENT,FALSE,FALSE,312,3,20,69,04B,1179994,1862140,2008,1/7/08 1:04,"(41.776982867577026, -87.61569298247305)",41.77698287,-87.61569298
5992231,HP100452,1/1/08 2:30,1/1/08,2:30,073XX S EXCHANGE AVE,S EXCHANGE AVE,051A,ASSAULT,AGGRAVATED: HANDGUN,STREET,FALSE,FALSE,334,3,7,43,04A,1194284,1856952,2008,1/16/08 1:05,"(41.762407448337505, -87.56347735725579)",41.76240745,-87.56347736
5995762,HP100202,1/1/08 2:30,1/1/08,2:30,077XX S GREEN ST,S GREEN ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,TRUE,FALSE,621,6,17,71,08B,1171934,1853691,2008,1/6/08 1:05,"(41.75397855028013, -87.64548830111292)",41.75397855,-87.6454883
5991720,HP100819,1/1/08 2:30,1/1/08,2:30,014XX S ST LOUIS AVE,S ST LOUIS AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,1021,10,24,29,14,1153310,1892817,2008,1/14/08 1:04,"(41.86173407500965, -87.71270409734646)",41.86173408,-87.7127041
5991041,HP100245,1/1/08 2:30,1/1/08,2:30,013XX S WABASH AVE,S WABASH AVE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,132,1,2,33,7,1177012,1894406,2008,1/18/08 1:04,"(41.865591266905206, -87.62565058527127)",41.86559127,-87.62565059
6687905,HR102781,1/1/08 2:30,1/1/08,2:30,009XX W 19TH ST,W 19TH ST,890,THEFT,FROM BUILDING,APARTMENT,FALSE,FALSE,1233,12,25,31,6,1170388,1891147,2008,1/8/09 1:04,"(41.856795578988496, -87.65006264171902)",41.85679558,-87.65006264
6010466,HP100226,1/1/08 2:30,1/1/08,2:30,024XX W MADISON ST,W MADISON ST,2027,NARCOTICS,POSS: CRACK,SIDEWALK,TRUE,FALSE,1125,11,2,28,18,1160225,1899905,2008,1/13/08 1:05,"(41.88104424505144, -87.6871243746228)",41.88104425,-87.68712437
5991012,HP100219,1/1/08 2:30,1/1/08,2:30,033XX W MARQUETTE RD,W MARQUETTE RD,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,FALSE,FALSE,831,8,15,66,26,1155148,1860029,2008,1/6/08 1:05,"(41.771722829698184, -87.70683460277833)",41.77172283,-87.7068346
6035622,HP100185,1/1/08 2:37,1/1/08,2:37,005XX N LARAMIE AVE,N LARAMIE AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,RESIDENCE,TRUE,FALSE,1532,15,28,25,15,1141646,1902990,2008,6/2/10 10:34,"(41.88987348515578, -87.75526964224098)",41.88987349,-87.75526964
5992969,HP100221,1/1/08 2:39,1/1/08,2:39,058XX N BROADWAY,N BROADWAY,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,TRUE,TRUE,2022,20,48,77,08B,1167284,1939117,2008,1/6/08 1:05,"(41.988495159886575, -87.66007355040246)",41.98849516,-87.66007355
5994447,HP100189,1/1/08 2:40,1/1/08,2:40,030XX N HALSTED ST,N HALSTED ST,1330,CRIMINAL TRESPASS,TO LAND,DRUG STORE,TRUE,FALSE,1932,19,44,6,26,1170350,1920603,2008,1/6/08 1:05,"(41.937625496847176, -87.64934014483907)",41.9376255,-87.64934014
5991407,HP100306,1/1/08 2:40,1/1/08,2:40,063XX S CALIFORNIA AVE,S CALIFORNIA AVE,620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,FALSE,FALSE,823,8,15,66,5,1158765,1862371,2008,1/29/08 1:04,"(41.77807654941545, -87.6935118802295)",41.77807655,-87.69351188
5995543,HP100793,1/1/08 2:45,1/1/08,2:45,016XX S KEELER AVE,S KEELER AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,FALSE,FALSE,1012,10,24,29,26,1148706,1891153,2008,1/12/08 1:05,"(41.85725793976489, -87.72964768386016)",41.85725794,-87.72964768
5991356,HP100260,1/1/08 2:45,1/1/08,2:45,020XX S MICHIGAN AVE,S MICHIGAN AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,FALSE,FALSE,134,1,2,33,14,1177566,1890686,2008,1/11/08 1:05,"(41.85537079770121, -87.62372971759174)",41.8553708,-87.62372972
6002782,HP100255,1/1/08 2:45,1/1/08,2:45,067XX S PAXTON AVE,S PAXTON AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,FALSE,TRUE,331,3,5,43,08B,1192075,1860763,2008,1/12/08 1:05,"(41.77291909011885, -87.57144977858131)",41.77291909,-87.57144978
5992667,HP100232,1/1/08 2:45,1/1/08,2:45,012XX S STATE ST,S STATE ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,FALSE,FALSE,132,1,2,33,14,1176490,1894818,2008,1/5/08 1:04,"(41.866733613328485, -87.62755441689615)",41.86673361,-87.62755442
5991493,HP100444,1/1/08 2:45,1/1/08,2:45,027XX W 68TH ST,W 68TH ST,1563,SEX OFFENSE,CRIMINAL SEXUAL ABUSE,HOSPITAL BUILDING/GROUNDS,FALSE,FALSE,831,8,15,66,17,1159482,1859406,2008,4/3/08 1:07,"(41.76992549367984, -87.69096450447798)",41.76992549,-87.6909645
5991758,HP100239,1/1/08 2:47,1/1/08,2:47,044XX S WELLS ST,S WELLS ST,320,ROBBERY,STRONGARM - NO WEAPON,STREET,FALSE,FALSE,935,9,3,37,3,1175314,1875554,2008,1/6/08 1:05,"(41.81389812574929, -87.63244869977352)",41.81389813,-87.6324487
6003916,HP100251,1/1/08 2:49,1/1/08,2:49,004XX E 48TH PL,E 48TH PL,820,THEFT,$300 AND UNDER,OTHER,TRUE,FALSE,223,2,3,38,6,1180138,1873003,2008,1/11/08 1:05,"(41.80678864024015, -87.61483226231803)",41.80678864,-87.61483226
5991614,HP100267,1/1/08 2:53,1/1/08,2:53,070XX S CHAPPEL AVE,S CHAPPEL AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,TRUE,331,3,5,43,08B,1191137,1858617,2008,1/11/08 1:05,"(41.7670530503883, -87.57495754709863)",41.76705305,-87.57495755
5999552,HP100261,1/1/08 2:57,1/1/08,2:57,007XX E 84TH PL,E 84TH PL,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,RESIDENCE PORCH/HALLWAY,TRUE,FALSE,632,6,6,44,15,1182807,1848978,2008,1/9/08 1:04,"(41.740800115214746, -87.60578877928575)",41.74080012,-87.60578878
5991920,HP100240,1/1/08 2:58,1/1/08,2:58,074XX S EBERHART AVE,S EBERHART AVE,460,BATTERY,SIMPLE,STREET,FALSE,FALSE,323,3,6,69,08B,1180818,1855992,2008,1/4/08 1:05,"(41.76009322017393, -87.61286104322261)",41.76009322,-87.61286104
5992690,HP100229,1/1/08 2:59,1/1/08,2:59,007XX N CENTRAL PARK AVE,N CENTRAL PARK AVE,460,BATTERY,SIMPLE,STREET,FALSE,FALSE,1112,11,27,23,08B,1152215,1904497,2008,1/23/08 14:56,"(41.893806903082286, -87.71641549663242)",41.8938069,-87.7164155
6000562,HP100324,1/1/08 3:00,1/1/08,3:00,001XX E HURON ST,E HURON ST,460,BATTERY,SIMPLE,HOTEL/MOTEL,TRUE,FALSE,1834,18,42,8,08B,1177390,1905146,2008,1/10/08 1:05,"(41.89505385910737, -87.62393704883004)",41.89505386,-87.62393705
5995306,HP100578,1/1/08 3:00,1/1/08,3:00,063XX N CALIFORNIA AVE,N CALIFORNIA AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,2413,24,50,2,14,1156549,1942149,2008,1/9/08 1:04,"(41.997039881086394, -87.69947548939346)",41.99703988,-87.69947549
5995688,HP101349,1/1/08 3:00,1/1/08,3:00,036XX N CICERO AVE,N CICERO AVE,460,BATTERY,SIMPLE,APARTMENT,FALSE,FALSE,1634,16,38,15,08B,1143697,1923533,2008,1/12/08 1:05,"(41.94620744883043, -87.74722176773281)",41.94620745,-87.74722177
5991243,HP100511,1/1/08 3:00,1/1/08,3:00,015XX N CLYBOURN AVE,N CLYBOURN AVE,870,THEFT,POCKET-PICKING,CTA TRAIN,FALSE,FALSE,1822,18,43,8,6,1170445,1910860,2008,1/4/08 1:05,"(41.91088815093012, -87.64927665300955)",41.91088815,-87.64927665
5991124,HP100458,1/1/08 3:00,1/1/08,3:00,006XX N DEARBORN ST,N DEARBORN ST,890,THEFT,FROM BUILDING,BAR OR TAVERN,FALSE,FALSE,1832,18,42,8,6,1175786,1904526,2008,1/4/08 1:05,"(41.89338878830277, -87.62984672303091)",41.89338879,-87.62984672
6003846,HP100344,1/1/08 3:00,1/1/08,3:00,015XX N FREMONT ST,N FREMONT ST,460,BATTERY,SIMPLE,BAR OR TAVERN,FALSE,FALSE,1822,18,32,8,08B,1169925,1910230,2008,1/12/08 1:05,"(41.90917075948451, -87.65120534142629)",41.90917076,-87.65120534
5991215,HP100492,1/1/08 3:00,1/1/08,3:00,001XX N MENARD AVE,N MENARD AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,FALSE,FALSE,1512,15,29,25,26,1137652,1900418,2008,1/4/08 1:05,"(41.88288848126805, -87.76999960329202)",41.88288848,-87.7699996
5998688,HP105782,1/1/08 3:00,1/1/08,3:00,002XX S HALSTED ST,S HALSTED ST,820,THEFT,$300 AND UNDER,RESTAURANT,FALSE,FALSE,1213,12,27,28,6,1171134,1898884,2008,1/9/08 1:04,"(41.87801016243778, -87.64709741281699)",41.87801016,-87.64709741
5992604,HP100773,1/1/08 3:00,1/1/08,3:00,090XX S LOOMIS ST,S LOOMIS ST,281,CRIM SEXUAL ASSAULT,NON-AGGRAVATED,RESIDENCE,FALSE,FALSE,2222,22,21,73,2,1168616,1845006,2008,6/2/10 10:34,"(41.730217838748416, -87.65789746530456)",41.73021784,-87.65789747
5995755,HP103257,1/1/08 3:00,1/1/08,3:00,041XX W CORNELIA AVE,W CORNELIA AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,1731,17,30,16,14,1148441,1923003,2008,1/12/08 1:05,"(41.94466274419805, -87.72979792621724)",41.94466274,-87.72979793
5992991,HP100536,1/1/08 3:00,1/1/08,3:00,052XX W LAKE ST,W LAKE ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,TRUE,TRUE,1523,15,28,25,08B,1141182,1902004,2008,1/5/08 1:04,"(41.88717634527072, -87.75699799882129)",41.88717635,-87.756998
5991136,HP100403,1/1/08 3:00,1/1/08,3:00,032XX W PIERCE AVE,W PIERCE AVE,420,BATTERY,AGGRAVATED:KNIFE/CUTTING INSTR,APARTMENT,FALSE,FALSE,1422,14,26,23,04B,1154380,1910073,2008,4/16/08 1:05,"(41.909064968629174, -87.70831493072309)",41.90906497,-87.70831493
5992546,HP100280,1/1/08 3:03,1/1/08,3:03,023XX S BLUE ISLAND AVE,S BLUE ISLAND AVE,454,BATTERY,AGG PO HANDS NO/MIN INJURY,BAR OR TAVERN,TRUE,FALSE,1034,10,25,31,08B,1164547,1888722,2008,1/5/08 1:04,"(41.85026669659466, -87.67157083397724)",41.8502667,-87.67157083
5999507,HP100276,1/1/08 3:05,1/1/08,3:05,007XX W 117TH PL,W 117TH PL,420,BATTERY,AGGRAVATED:KNIFE/CUTTING INSTR,RESIDENCE,FALSE,FALSE,524,5,34,53,04B,1173506,1827063,2008,1/13/08 1:05,"(41.6808728893693, -87.64051272200551)",41.68087289,-87.64051272
6000498,HP100346,1/1/08 3:05,1/1/08,3:05,013XX W WALTON ST,W WALTON ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,FALSE,FALSE,1323,13,27,24,14,1167117,1906422,2008,1/10/08 1:05,"(41.898782172525934, -87.6616301450611)",41.89878217,-87.66163015
6000423,HP100248,1/1/08 3:05,1/1/08,3:05,009XX W WEBSTER AVE,W WEBSTER AVE,460,BATTERY,SIMPLE,SIDEWALK,TRUE,FALSE,1812,18,43,7,08B,1169545,1914773,2008,1/10/08 1:05,"(41.921645284367386, -87.65246879065248)",41.92164528,-87.65246879
5991597,HP100274,1/1/08 3:06,1/1/08,3:06,055XX W RICE ST,W RICE ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,FALSE,FALSE,1524,15,37,25,08B,1139054,1905160,2008,1/7/08 1:04,"(41.89587575723825, -87.7647359375918)",41.89587576,-87.76473594
5991591,HP100263,1/1/08 3:08,1/1/08,3:08,087XX S BURLEY AVE,S BURLEY AVE,1345,CRIMINAL DAMAGE,TO CITY OF CHICAGO PROPERTY,CHA APARTMENT,FALSE,FALSE,424,4,7,46,14,1199151,1847433,2008,1/10/08 1:05,"(41.73616574400488, -87.54595878545192)",41.73616574,-87.54595879
5994701,HP100303,1/1/08 3:08,1/1/08,3:08,068XX S NORMAL BLVD,S NORMAL BLVD,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,TRUE,722,7,6,68,08B,1174091,1859446,2008,1/23/08 14:56,"(41.76972336426651, -87.63741302667243)",41.76972336,-87.63741303
6004227,HP100235,1/1/08 3:09,1/1/08,3:09,122XX S WENTWORTH AVE,S WENTWORTH AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,FALSE,FALSE,523,5,9,53,14,1177109,1823738,2008,1/11/08 1:05,"(41.67166831149815, -87.62742367468003)",41.67166831,-87.62742367
5991608,HP100342,1/1/08 3:10,1/1/08,3:10,0000X E MONROE ST,E MONROE ST,1330,CRIMINAL TRESPASS,TO LAND,HOTEL/MOTEL,TRUE,FALSE,123,1,42,32,26,1176579,1899895,2008,1/5/08 1:04,"(41.88066319778241, -87.62707433242822)",41.8806632,-87.62707433
5999337,HP100268,1/1/08 3:10,1/1/08,3:10,001XX N STATE ST,N STATE ST,1330,CRIMINAL TRESPASS,TO LAND,CTA PLATFORM,TRUE,FALSE,122,1,42,32,26,1176290,1901657,2008,1/9/08 1:04,"(41.88550474590183, -87.62808233389251)",41.88550475,-87.62808233
5991435,HP100304,1/1/08 3:10,1/1/08,3:10,107XX S EGGLESTON AVE,S EGGLESTON AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,FALSE,TRUE,2233,22,34,49,08B,1175159,1833445,2008,1/12/08 1:05,"(41.698349435182756, -87.63427233816492)",41.69834944,-87.63427234
5995262,HP100282,1/1/08 3:10,1/1/08,3:10,112XX S INDIANA AVE,S INDIANA AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,FALSE,TRUE,531,5,9,49,08B,1179540,1830235,2008,1/10/08 1:05,"(41.689442045088114, -87.618328965877)",41.68944205,-87.61832897
5992485,HP100246,1/1/08 3:14,1/1/08,3:14,040XX W MONROE ST,W MONROE ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,FALSE,FALSE,1115,11,28,26,08B,1149341,1899391,2008,1/11/08 1:05,"(41.879851704620336, -87.72710330285685)",41.8798517,-87.7271033
5991381,HP100272,1/1/08 3:15,1/1/08,3:15,008XX S LYTLE ST,S LYTLE ST,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,FALSE,FALSE,1213,12,25,28,14,1168213,1896432,2008,1/5/08 1:04,"(41.87134527259709, -87.65789341500063)",41.87134527,-87.65789342
5997484,HP100301,1/1/08 3:20,1/1/08,3:20,0000X E CHICAGO AVE,E CHICAGO AVE,320,ROBBERY,STRONGARM - NO WEAPON,CTA GARAGE / OTHER PROPERTY,TRUE,FALSE,1833,18,42,8,3,1176344,1905771,2008,9/19/08 1:03,"(41.896792558131594, -87.62775981000189)",41.89679256,-87.62775981
5992814,HP100456,1/1/08 3:20,1/1/08,3:20,041XX N BERNARD ST,N BERNARD ST,1710,OFFENSE INVOLVING CHILDREN,ENDANGERING LIFE/HEALTH CHILD,ALLEY,TRUE,FALSE,1723,17,33,16,26,1152607,1927361,2008,1/6/08 1:05,"(41.95653989443791, -87.7143696585139)",41.95653989,-87.71436966
5992555,HP100351,1/1/08 3:20,1/1/08,3:20,001XX N MICHIGAN AVE,N MICHIGAN AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,OTHER,FALSE,TRUE,124,1,42,32,08B,1177319,1901337,2008,1/9/08 1:04,"(41.88460338101817, -87.62431340400715)",41.88460338,-87.6243134
5993591,HP100256,1/1/08 3:20,1/1/08,3:20,024XX S OAKLEY AVE,S OAKLEY AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,FALSE,TRUE,1034,10,25,31,08B,1161457,1887867,2008,1/16/08 1:05,"(41.84798527199799, -87.68293543201642)",41.84798527,-87.68293543
5991849,HP100264,1/1/08 3:22,1/1/08,3:22,026XX W POPE JOHN PAUL II DR,W POPE JOHN PAUL II DR,460,BATTERY,SIMPLE,STREET,FALSE,FALSE,912,9,12,58,08B,1159259,1876006,2008,1/4/08 1:05,"(41.815482705924055, -87.6913275236978)",41.81548271,-87.69132752
6007828,HP100460,1/1/08 3:23,1/1/08,3:23,068XX S WESTERN AVE,S WESTERN AVE,2250,LIQUOR LAW VIOLATION,LIQUOR LICENSE VIOLATION,OTHER,TRUE,FALSE,832,8,17,66,22,1161511,1859344,2008,1/13/08 1:05,"(41.76971353127909, -87.68352873280648)",41.76971353,-87.68352873
5991581,HP100250,1/1/08 3:27,1/1/08,3:27,076XX S YATES BLVD,S YATES BLVD,470,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,STREET,TRUE,FALSE,414,4,7,43,24,1193488,1854694,2008,1/4/08 1:05,"(41.756230833538055, -87.56646852750735)",41.75623083,-87.56646853
5994041,HP100296,1/1/08 3:28,1/1/08,3:28,080XX S MAY ST,S MAY ST,4387,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,RESIDENCE,FALSE,TRUE,612,6,21,71,26,1170092,1851374,2008,1/18/08 1:04,"(41.74766060695582, -87.65230581294287)",41.74766061,-87.65230581
5991254,HP100335,1/1/08 3:29,1/1/08,3:29,021XX W MAYPOLE AVE,W MAYPOLE AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,CHA APARTMENT,TRUE,TRUE,1332,13,2,28,08B,1162120,1900930,2008,1/5/08 1:04,"(41.883817567751926, -87.68013741216488)",41.88381757,-87.68013741
6000285,HP100313,1/1/08 3:30,1/1/08,3:30,023XX N CLYBOURN AVE,N CLYBOURN AVE,460,BATTERY,SIMPLE,APARTMENT,FALSE,FALSE,1811,18,32,7,08B,1165496,1915549,2008,1/23/08 14:56,"(41.92386192730595, -87.6673236728552)",41.92386193,-87.66732367
5991553,HP100314,1/1/08 3:30,1/1/08,3:30,048XX N KOSTNER AVE,N KOSTNER AVE,460,BATTERY,SIMPLE,APARTMENT,FALSE,FALSE,1712,17,39,14,08B,1146201,1932084,2008,1/7/08 1:04,"(41.969624722935556, -87.73779935432988)",41.96962472,-87.73779935
5999083,HP101058,1/1/08 3:30,1/1/08,3:30,023XX N LEAVITT ST,N LEAVITT ST,460,BATTERY,SIMPLE,RESIDENCE,FALSE,FALSE,1432,14,32,22,08B,1161351,1915269,2008,1/23/08 14:56,"(41.92318091987153, -87.68256180902125)",41.92318092,-87.68256181
5993901,HP102373,1/1/08 3:30,1/1/08,3:30,058XX N NEWARK AVE,N NEWARK AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,FALSE,FALSE,1612,16,41,10,26,1130306,1938278,2008,1/9/08 1:04,"(41.986909975831, -87.79610375162468)",41.98690998,-87.79610375
5992418,HP100538,1/1/08 3:30,1/1/08,3:30,068XX S ARTESIAN AVE,S ARTESIAN AVE,460,BATTERY,SIMPLE,APARTMENT,FALSE,FALSE,832,8,17,66,08B,1161267,1859013,2008,1/15/08 1:05,"(41.76881027530429, -87.6844322882576)",41.76881028,-87.68443229
5994045,HP100449,1/1/08 3:30,1/1/08,3:30,081XX S ASHLAND AVE,S ASHLAND AVE,460,BATTERY,SIMPLE,STREET,FALSE,FALSE,614,6,21,71,08B,1167044,1850920,2008,2/22/08 1:04,"(41.74648042421378, -87.66348757391076)",41.74648042,-87.66348757
5995746,HP100302,1/1/08 3:30,1/1/08,3:30,033XX S DR MARTIN LUTHER KING JR DR,S DR MARTIN LUTHER KING JR DR,430,BATTERY,AGGRAVATED: OTHER DANG WEAPON,VEHICLE NON-COMMERCIAL,FALSE,FALSE,2112,2,2,35,04B,1179315,1883119,2008,1/12/08 1:05,"(41.83456659212465, -87.61754164524716)",41.83456659,-87.61754165
5992649,HP100297,1/1/08 3:30,1/1/08,3:30,020XX S MICHIGAN AVE,S MICHIGAN AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,134,1,2,33,08B,1177566,1890686,2008,1/9/08 1:04,"(41.85537079770121, -87.62372971759174)",41.8553708,-87.62372972
6000975,HP100330,1/1/08 3:30,1/1/08,3:30,076XX S NORMAL AVE,S NORMAL AVE,560,ASSAULT,SIMPLE,APARTMENT,TRUE,FALSE,621,6,17,69,08A,1174323,1854332,2008,1/9/08 1:04,"(41.755684786226844, -87.6367144294954)",41.75568479,-87.63671443
6004123,HP100273,1/1/08 3:30,1/1/08,3:30,129XX S NORMAL AVE,S NORMAL AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,FALSE,TRUE,523,5,9,53,08B,1175370,1819188,2008,1/13/08 1:05,"(41.65922128208846, -87.63392351266569)",41.65922128,-87.63392351
6009290,HP100291,1/1/08 3:30,1/1/08,3:30,045XX S PULASKI RD,S PULASKI RD,486,BATTERY,DOMESTIC BATTERY SIMPLE,VEHICLE-COMMERCIAL,FALSE,TRUE,815,8,14,57,08B,1150410,1874159,2008,1/26/08 1:04,"(41.81059110916273, -87.72383557089985)",41.81059111,-87.72383557
5992271,HP100326,1/1/08 3:30,1/1/08,3:30,006XX S WABASH AVE,S WABASH AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,FALSE,132,1,2,32,08B,1176855,1897454,2008,1/5/08 1:04,"(41.873958715902496, -87.6261347499005)",41.87395872,-87.62613475
5991357,HP100299,1/1/08 3:30,1/1/08,3:30,010XX W BARRY AVE,W BARRY AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,FALSE,FALSE,1932,19,44,6,14,1168583,1920708,2008,2/9/08 1:05,"(41.93795212481175, -87.65583109815945)",41.93795212,-87.6558311
5996917,HP100329,1/1/08 3:30,1/1/08,3:30,055XX W BELMONT AVE,W BELMONT AVE,460,BATTERY,SIMPLE,RESTAURANT,FALSE,FALSE,1633,16,38,15,08B,1138752,1920762,2008,1/12/08 1:05,"(41.93869489549571, -87.765465702792)",41.9386949,-87.7654657
5992870,HP101105,1/1/08 3:30,1/1/08,3:30,048XX W LAKE ST,W LAKE ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,TRUE,TRUE,1532,15,28,25,08B,1144213,1901874,2008,1/5/08 1:04,"(41.88676320858716, -87.74587042945666)",41.88676321,-87.74587043
5994198,HP102014,1/1/08 3:30,1/1/08,3:30,009XX W WEED ST,W WEED ST,890,THEFT,FROM BUILDING,BAR OR TAVERN,FALSE,FALSE,1822,18,32,8,6,1169515,1910491,2008,1/30/08 1:05,"(41.90989589584117, -87.65270387788514)",41.9098959,-87.65270388
